# TOPAS Version: 3.9
# Parameter File: UITF2-100M-back.txt
# Results for scorer: Backscatter
# Scored on surface: FluencePlaneIn/ZMinusSurface
# SurfaceCurrent ( /mm2 ) : Sum   
488.2435302734375
