# TOPAS Version: 3.9
# Parameter File: UITF2-100M-back.txt
# Results for scorer: LETd_Depth
# Scored in component: TargetSlab2D
# R in 1 bin  of 1.42 cm
# Phi in 1 bin  of 360 deg
# Z in 65 bins of 0.1 cm
# EnergyDeposit ( MeV ) : Sum   
0, 0, 0, 96857.3828125
0, 0, 1, 98915.2578125
0, 0, 2, 99595.171875
0, 0, 3, 99926.828125
0, 0, 4, 100242.625
0, 0, 5, 100392.578125
0, 0, 6, 100459.953125
0, 0, 7, 100559.1640625
0, 0, 8, 100594.3515625
0, 0, 9, 100615
0, 0, 10, 100634.34375
0, 0, 11, 100657.8125
0, 0, 12, 100651.0625
0, 0, 13, 100626.5859375
0, 0, 14, 100579.9765625
0, 0, 15, 100556.1796875
0, 0, 16, 100493.2578125
0, 0, 17, 100478.140625
0, 0, 18, 100397.109375
0, 0, 19, 100366.1015625
0, 0, 20, 100294.015625
0, 0, 21, 100248.5703125
0, 0, 22, 100193.9921875
0, 0, 23, 100166.1875
0, 0, 24, 100059.0625
0, 0, 25, 100009.578125
0, 0, 26, 99955.140625
0, 0, 27, 99857.296875
0, 0, 28, 99789.796875
0, 0, 29, 99733.5390625
0, 0, 30, 99649.921875
0, 0, 31, 99559.09375
0, 0, 32, 99475.9140625
0, 0, 33, 99417.4921875
0, 0, 34, 99327.171875
0, 0, 35, 99288.609375
0, 0, 36, 99177.734375
0, 0, 37, 99098.609375
0, 0, 38, 98964.5
0, 0, 39, 98919.5859375
0, 0, 40, 98822.7421875
0, 0, 41, 98762.6796875
0, 0, 42, 98629.640625
0, 0, 43, 98535.9296875
0, 0, 44, 98457.453125
0, 0, 45, 98334.8515625
0, 0, 46, 98233.9453125
0, 0, 47, 98157.7890625
0, 0, 48, 98077.625
0, 0, 49, 97970.984375
0, 0, 50, 97869.015625
0, 0, 51, 97783.6015625
0, 0, 52, 97660.4921875
0, 0, 53, 97593.6953125
0, 0, 54, 97470.4609375
0, 0, 55, 97361.265625
0, 0, 56, 97272.09375
0, 0, 57, 97188.4453125
0, 0, 58, 97057.234375
0, 0, 59, 96956.359375
0, 0, 60, 96848.6328125
0, 0, 61, 96727.9140625
0, 0, 62, 96619.5234375
0, 0, 63, 96441.5859375
0, 0, 64, 95985.328125
