# TOPAS Version: 3.9
# Parameter File: UITF2-10M-back.txt
# Results for scorer: FluenceEntrance
# Filtered by: OnlyIncludeParticlesNamed = 1 "e-"
# Scored in component: FluencePlaneIn
# Fluence ( /mm2 ) : Sum   
51.57725524902344
