# TOPAS Version: 3.9
# Parameter File: UITF2-10M-back.txt
# Results for scorer: EnergySpecIn
# Filtered by: OnlyIncludeParticlesNamed = 1 "e-"
# Scored in component: FluencePlaneIn
# EnergyFluence ( MeV/mm2 ) : Sum   
# Binned by incident track energy in 160 bins of 0.050625 MeV from 0 MeV to 8.1 MeV
# First bin is underflow, next to last bin is overflow, last bin is for case of no incident track.
0, 6.864234924316406, 4.114510536193848, 1.469349503517151, 0.6166037917137146, 0.4372655153274536, 0.2910753488540649, 0.2659117579460144, 0.2348759919404984, 0.2335526049137115, 0.2363442182540894, 0.1879317462444305, 0.2055028676986694, 0.2067219763994217, 0.1937060505151749, 0.2079831808805466, 0.2174489349126816, 0.1915540844202042, 0.189932107925415, 0.2086241841316223, 0.1884169578552246, 0.1906706690788269, 0.1856811493635178, 0.1880958825349808, 0.193142756819725, 0.1896787732839584, 0.21226467192173, 0.1891819536685944, 0.2011726796627045, 0.1455558836460114, 0.1886636018753052, 0.2095241546630859, 0.1868961751461029, 0.2103782296180725, 0.1990270614624023, 0.1272024512290955, 0.1578013002872467, 0.1551286578178406, 0.1855934411287308, 0.1448311507701874, 0.155821219086647, 0.1534935683012009, 0.1694691181182861, 0.1435671150684357, 0.142262265086174, 0.08430231362581253, 0.1176034584641457, 0.1557204723358154, 0.175027996301651, 0.1221484467387199, 0.08818411082029343, 0.1271888166666031, 0.1264060884714127, 0.1196670234203339, 0.07075667381286621, 0.09523799270391464, 0.1114002391695976, 0.1062362864613533, 0.1296261250972748, 0.07643415033817291, 0.1018064543604851, 0.08583258092403412, 0.07297331094741821, 0.0630921944975853, 0.08398778736591339, 0.04836272820830345, 0.05423377081751823, 0.06038368493318558, 0.04189615324139595, 0.0512486919760704, 0.0515117458999157, 0.02848635800182819, 0.04678524658083916, 0.0553375817835331, 0.09594675898551941, 0.06711962074041367, 0.08479887992143631, 0.05839737877249718, 0.09874863177537918, 0.03825271502137184, 0.05297563225030899, 0.02672751992940903, 0.04221750795841217, 0.02055088244378567, 0.06520482897758484, 0.04854233935475349, 0.03481599316000938, 0.04931940510869026, 0.007273048162460327, 0.02153584733605385, 0.02217100560665131, 0.03681657090783119, 0.04449179768562317, 0.03761434927582741, 0.04297132417559624, 0.03056351467967033, 0.0697789192199707, 0.0392553023993969, 0.007911164313554764, 0.04073289036750793, 0.02426056750118732, 0.02579545229673386, 0.04990101233124733, 0, 0.008518827147781849, 0.009123953059315681, 0.0258272048085928, 0.00851146038621664, 0.0262201726436615, 0.008755271323025227, 0.00887712650001049, 0.01806608401238918, 0, 0, 0.05622651055455208, 0.01382785011082888, 0.01894376613199711, 0.009468469768762589, 0.009529296308755875, 0.009475380182266235, 0.01241286937147379, 0, 0, 0, 0.01005913503468037, 0.02017437107861042, 0.01000635419040918, 0.01027079671621323, 0.01040465757250786, 0.01035057008266449, 0, 0.01057506445795298, 0, 0.03243792802095413, 0, 0, 0.01087966933846474, 0.02219492942094803, 0, 0, 0, 0, 0, 0.02383668720722198, 0.01158321555703878, 0, 0, 0, 0.01347812451422215, 0, 0, 0, 0, 0, 0, 0, 0.007676229812204838, 0, 2.730703592300415, 0.3467465341091156, 0, 0, 0
