# TOPAS Version: 3.9
# Parameter File: UITF2-10M-back.txt
# Results for scorer: LETt_Depth
# Scored in component: TargetSlab2D
# R in 1 bin  of 1.42 cm
# Phi in 1 bin  of 360 deg
# Z in 65 bins of 0.1 cm
# Fluence ( /mm2 ) : Sum   
0, 0, 0, 15749.1015625
0, 0, 1, 15805.8447265625
0, 0, 2, 15834.1728515625
0, 0, 3, 15850.2783203125
0, 0, 4, 15862.869140625
0, 0, 5, 15872.1376953125
0, 0, 6, 15877.7666015625
0, 0, 7, 15880.1015625
0, 0, 8, 15880.6611328125
0, 0, 9, 15881.9423828125
0, 0, 10, 15877.45703125
0, 0, 11, 15877.5439453125
0, 0, 12, 15872.544921875
0, 0, 13, 15866.2529296875
0, 0, 14, 15862.3349609375
0, 0, 15, 15856.044921875
0, 0, 16, 15848.923828125
0, 0, 17, 15841.2900390625
0, 0, 18, 15833.4814453125
0, 0, 19, 15825.8095703125
0, 0, 20, 15818.369140625
0, 0, 21, 15810.400390625
0, 0, 22, 15800.9912109375
0, 0, 23, 15792.46484375
0, 0, 24, 15782.3310546875
0, 0, 25, 15772.1171875
0, 0, 26, 15762.0986328125
0, 0, 27, 15750.638671875
0, 0, 28, 15740.8115234375
0, 0, 29, 15730.8203125
0, 0, 30, 15719.7685546875
0, 0, 31, 15707.009765625
0, 0, 32, 15695.984375
0, 0, 33, 15684.7919921875
0, 0, 34, 15673.58984375
0, 0, 35, 15662.2021484375
0, 0, 36, 15649.796875
0, 0, 37, 15639.16015625
0, 0, 38, 15626.46484375
0, 0, 39, 15613.3017578125
0, 0, 40, 15602.7734375
0, 0, 41, 15587.8427734375
0, 0, 42, 15575.4072265625
0, 0, 43, 15562.8525390625
0, 0, 44, 15549.337890625
0, 0, 45, 15536.7138671875
0, 0, 46, 15522.3974609375
0, 0, 47, 15508.5986328125
0, 0, 48, 15494.8916015625
0, 0, 49, 15483.10546875
0, 0, 50, 15470.70703125
0, 0, 51, 15455.30078125
0, 0, 52, 15443.1416015625
0, 0, 53, 15430.921875
0, 0, 54, 15417.9365234375
0, 0, 55, 15404.96484375
0, 0, 56, 15394.30859375
0, 0, 57, 15381.359375
0, 0, 58, 15367.4755859375
0, 0, 59, 15355.8994140625
0, 0, 60, 15343.462890625
0, 0, 61, 15330.8798828125
0, 0, 62, 15317.623046875
0, 0, 63, 15304.013671875
0, 0, 64, 15291.8681640625
