# TOPAS Version: 3.9
# Parameter File: UITF2-10M-back.txt
# Results for scorer: FluenceExit
# Filtered by: OnlyIncludeParticlesNamed = 1 "e-"
# Scored in component: FluencePlaneOut
# Fluence ( /mm2 ) : Sum   
14982.8525390625
