# TOPAS Version: 3.9
# Parameter File: UITF2-10M-back.txt
# Results for scorer: Backscatter
# Scored on surface: FluencePlaneIn/ZMinusSurface
# SurfaceCurrent ( /mm2 ) : Sum   
488.2309265136719
