# TOPAS Version: 3.9
# Parameter File: UITF2-100M-back.txt
# Results for scorer: FluenceExit
# Filtered by: OnlyIncludeParticlesNamed = 1 "e-"
# Scored in component: FluencePlaneOut
# Fluence ( /mm2 ) : Sum   
149853.421875
