# TOPAS Version: 3.9
# Parameter File: UITF2-100M-back.txt
# Results for scorer: GammaFluence
# Filtered by: OnlyIncludeParticlesNamed = 1 "gamma"
# Scored in component: FluencePlaneOut
# Fluence ( /mm2 ) : Sum   
2561.615478515625
